Codebase,Feature,Cluster,CLIP,CRIP,CROP,CWOP,CIP,COP,CPIF,CIOF,Orchestrator
Acme-Events-maven,ClubManagerController.save2,0,0.250000,0.750000,0.888889,0.111111,0.400000,0.562500,0.300000,1.500000,0
Acme-Events-maven,ClubManagerController.save2,4,0.750000,0.250000,0.400000,0.600000,0.400000,0.312500,0.300000,0.833333,0
Acme-Events-maven,EventClientController.participate,0,0.058824,0.941176,0.961538,0.038462,0.314815,0.346667,0.476770,1.199341,0
Acme-Events-maven,EventClientController.participate,5,0.000000,1.000000,1.000000,0.000000,0.074074,0.053333,2.470124,0.784184,0
Acme-Events-maven,EventClientController.participate,6,0.000000,1.000000,1.000000,0.000000,0.222222,0.160000,0.693484,0.784184,1
Acme-Events-maven,EventClientController.participate,4,0.142857,0.857143,0.909091,0.090909,0.388889,0.440000,0.359621,1.232290,0
Acme-Events-maven,ClubManagerController.save,0,0.400000,0.600000,0.800000,0.200000,0.312500,0.476190,0.588235,1.666667,0
Acme-Events-maven,ClubManagerController.save,4,0.857143,0.142857,0.142857,0.857143,0.437500,0.333333,0.294118,0.833333,0
Acme-Events-maven,ClubManagerController.save,6,1.000000,0.000000,0.000000,1.000000,0.062500,0.047619,0.000000,0.833333,0
Acme-Events-maven,ClubManagerController.save,2,1.000000,0.000000,0.000000,1.000000,0.062500,0.047619,0.000000,0.833333,1
Acme-Events-maven,ClubManagerController.save,3,0.000000,1.000000,1.000000,0.000000,0.125000,0.095238,4.117647,0.833333,0
Acme-Events-maven,RegisterAdministratorController.save,1,0.500000,0.500000,0.500000,0.500000,0.181818,0.083333,0.692308,0.559322,0
Acme-Events-maven,RegisterAdministratorController.save,0,0.454545,0.545455,0.513514,0.486486,0.500000,0.770833,0.692308,1.881356,0
Acme-Events-maven,RegisterAdministratorController.save,3,0.000000,1.000000,1.000000,0.000000,0.318182,0.145833,1.615385,0.559322,1
Acme-Events-maven,ClubAdministratorController.accept,3,0.000000,1.000000,1.000000,0.000000,0.095238,0.036364,0.444444,0.535714,1
Acme-Events-maven,ClubAdministratorController.accept,4,0.166667,0.833333,0.857143,0.142857,0.285714,0.127273,1.333333,0.625000,0
Acme-Events-maven,ClubAdministratorController.accept,0,0.700000,0.300000,0.627907,0.372093,0.476190,0.781818,0.444444,2.303571,0
Acme-Events-maven,ClubAdministratorController.accept,1,0.333333,0.666667,0.666667,0.333333,0.142857,0.054545,1.777778,0.535714,0
Acme-Events-maven,EventManagerController.save2,6,0.000000,1.000000,1.000000,0.000000,0.022222,0.010989,0.000000,0.662021,1
Acme-Events-maven,EventManagerController.save2,1,0.500000,0.500000,0.500000,0.500000,0.044444,0.021978,0.569135,0.662021,0
Acme-Events-maven,EventManagerController.save2,0,0.368421,0.631579,0.724138,0.275862,0.422222,0.637363,0.758847,2.020906,0
Acme-Events-maven,EventManagerController.save2,3,0.111111,0.888889,0.888889,0.111111,0.200000,0.098901,2.489967,0.662021,0
Acme-Events-maven,EventManagerController.save2,4,0.214286,0.785714,0.809524,0.190476,0.311111,0.230769,1.182050,0.993031,0
Acme-Explorer-maven,ActorAdminController.desactivateRanger,0,0.000000,1.000000,1.000000,0.000000,0.200000,0.166667,0.000000,0.857143,1
Acme-Explorer-maven,ActorAdminController.desactivateRanger,1,0.500000,0.500000,0.666667,0.333333,0.400000,0.500000,1.000000,1.285714,0
Acme-Explorer-maven,ActorAdminController.desactivateRanger,4,0.000000,1.000000,1.000000,0.000000,0.400000,0.333333,2.000000,0.857143,0
Acme-Explorer-maven,ActorAdminController.desactivateManager,4,0.000000,1.000000,1.000000,0.000000,0.200000,0.166667,0.000000,0.900000,0
Acme-Explorer-maven,ActorAdminController.desactivateManager,1,0.333333,0.666667,0.750000,0.250000,0.600000,0.666667,3.000000,1.200000,0
Acme-Explorer-maven,ActorAdminController.desactivateManager,0,0.000000,1.000000,1.000000,0.000000,0.200000,0.166667,0.000000,0.900000,1
Acme-Explorer-maven,CategoryAdminController.delete,2,0.333333,0.666667,0.666667,0.333333,0.428571,0.375000,2.000000,0.900000,0
Acme-Explorer-maven,CategoryAdminController.delete,1,0.333333,0.666667,0.750000,0.250000,0.428571,0.500000,1.000000,1.200000,0
Acme-Explorer-maven,CategoryAdminController.delete,0,0.000000,1.000000,1.000000,0.000000,0.142857,0.125000,0.000000,0.900000,1
Acme-Explorer-maven,TripManagerController.save,2,0.000000,1.000000,1.000000,0.000000,0.473684,0.500000,0.714286,1.071429,0
Acme-Explorer-maven,TripManagerController.save,4,0.000000,1.000000,1.000000,0.000000,0.263158,0.166667,1.714286,0.642857,0
Acme-Explorer-maven,TripManagerController.save,1,0.400000,0.600000,0.800000,0.200000,0.263158,0.333333,0.571429,1.285714,1
Acme-Explorer-maven,ActorAdminController.activateManager,4,0.000000,1.000000,1.000000,0.000000,0.200000,0.142857,0.000000,0.818182,0
Acme-Explorer-maven,ActorAdminController.activateManager,1,0.666667,0.333333,0.600000,0.400000,0.600000,0.714286,3.000000,1.363636,0
Acme-Explorer-maven,ActorAdminController.activateManager,0,0.000000,1.000000,1.000000,0.000000,0.200000,0.142857,0.000000,0.818182,1
Acme-Explorer-maven,TagAdminController.save,1,0.000000,1.000000,1.000000,0.000000,0.500000,0.500000,1.500000,1.000000,1
Acme-Explorer-maven,TagAdminController.save,0,0.000000,1.000000,1.000000,0.000000,0.333333,0.333333,1.500000,1.000000,0
Acme-Explorer-maven,TagAdminController.save,2,1.000000,0.000000,0.000000,1.000000,0.166667,0.166667,0.000000,1.000000,0
Acme-Explorer-maven,CategoryAdminController.save,2,0.666667,0.333333,0.600000,0.400000,0.333333,0.416667,1.800000,1.276596,1
Acme-Explorer-maven,CategoryAdminController.save,1,0.000000,1.000000,1.000000,0.000000,0.444444,0.416667,0.600000,0.957447,0
Acme-Explorer-maven,CategoryAdminController.save,0,0.000000,1.000000,1.000000,0.000000,0.222222,0.166667,0.600000,0.765957,0
Acme-Explorer-maven,LegalTextAdminController.delete,2,0.500000,0.500000,0.500000,0.500000,0.333333,0.333333,2.000000,1.000000,0
Acme-Explorer-maven,LegalTextAdminController.delete,1,0.000000,1.000000,1.000000,0.000000,0.333333,0.333333,0.500000,1.000000,1
Acme-Explorer-maven,LegalTextAdminController.delete,0,0.000000,1.000000,1.000000,0.000000,0.333333,0.333333,0.500000,1.000000,0
Acme-Explorer-maven,ActorAdminController.activateRanger,4,0.500000,0.500000,0.666667,0.333333,0.400000,0.428571,2.000000,1.125000,0
Acme-Explorer-maven,ActorAdminController.activateRanger,0,0.000000,1.000000,1.000000,0.000000,0.200000,0.142857,0.000000,0.750000,0
Acme-Explorer-maven,ActorAdminController.activateRanger,1,0.500000,0.500000,0.666667,0.333333,0.400000,0.428571,1.000000,1.125000,1
Acme-Explorer-maven,EndorserRecordRangerController.save,4,0.250000,0.750000,0.785714,0.214286,0.500000,0.608696,1.285714,1.348624,0
Acme-Explorer-maven,EndorserRecordRangerController.save,0,0.000000,1.000000,1.000000,0.000000,0.062500,0.043478,0.000000,0.770642,1
Acme-Explorer-maven,EndorserRecordRangerController.save,1,0.000000,1.000000,1.000000,0.000000,0.437500,0.347826,1.714286,0.880734,0
Acme-Explorer-maven,SponsorSponsorController.save,1,0.333333,0.666667,0.750000,0.250000,0.500000,0.444444,1.500000,0.923077,0
Acme-Explorer-maven,SponsorSponsorController.save,0,0.500000,0.500000,0.250000,0.750000,0.333333,0.444444,1.500000,1.384615,1
Acme-Explorer-maven,SponsorSponsorController.save,5,1.000000,0.000000,0.000000,1.000000,0.166667,0.111111,0.000000,0.692308,0
Acme-Explorer-maven,SponsorshipSponsorController.save,5,0.500000,0.500000,0.600000,0.400000,0.363636,0.312500,1.615385,0.806452,0
Acme-Explorer-maven,SponsorshipSponsorController.save,1,0.200000,0.800000,0.857143,0.142857,0.454545,0.437500,0.692308,0.903226,0
Acme-Explorer-maven,SponsorshipSponsorController.save,0,0.500000,0.500000,0.250000,0.750000,0.181818,0.250000,0.692308,1.290323,1
Acme-Explorer-maven,TagAdminController.deleteGet,1,0.000000,1.000000,1.000000,0.000000,0.500000,0.500000,0.545455,0.942857,1
Acme-Explorer-maven,TagAdminController.deleteGet,0,0.000000,1.000000,1.000000,0.000000,0.312500,0.227273,0.818182,0.685714,0
Acme-Explorer-maven,TagAdminController.deleteGet,2,0.333333,0.666667,0.666667,0.333333,0.187500,0.272727,1.636364,1.371428,0
Acme-Explorer-maven,RangerAdminController.save,1,0.333333,0.666667,0.750000,0.250000,0.500000,0.444444,1.500000,0.923077,0
Acme-Explorer-maven,RangerAdminController.save,0,0.500000,0.500000,0.250000,0.750000,0.333333,0.444444,1.500000,1.384615,1
Acme-Explorer-maven,RangerAdminController.save,4,1.000000,0.000000,0.000000,1.000000,0.166667,0.111111,0.000000,0.692308,0
Acme-Explorer-maven,SponsorAdminController.save,1,0.333333,0.666667,0.750000,0.250000,0.500000,0.444444,1.500000,0.923077,1
Acme-Explorer-maven,SponsorAdminController.save,0,0.500000,0.500000,0.250000,0.750000,0.333333,0.444444,1.500000,1.384615,0
Acme-Explorer-maven,SponsorAdminController.save,5,1.000000,0.000000,0.000000,1.000000,0.166667,0.111111,0.000000,0.692308,0
Acme-Explorer-maven,SponsorAdminController.create,5,1.000000,0.000000,0.000000,1.000000,0.166667,0.200000,0.000000,1.200000,0
Acme-Explorer-maven,SponsorAdminController.create,0,1.000000,0.000000,0.000000,1.000000,0.500000,0.600000,1.500000,1.200000,1
Acme-Explorer-maven,SponsorAdminController.create,1,1.000000,0.000000,0.000000,1.000000,0.333333,0.200000,1.500000,0.600000,0
Acme-Explorer-maven,TagAdminController.deletePost,1,0.000000,1.000000,1.000000,0.000000,0.500000,0.363636,1.000000,0.666667,0
Acme-Explorer-maven,TagAdminController.deletePost,0,0.000000,1.000000,1.000000,0.000000,0.250000,0.181818,1.000000,0.666667,1
Acme-Explorer-maven,TagAdminController.deletePost,2,0.500000,0.500000,0.600000,0.400000,0.250000,0.454545,1.000000,1.666667,0
Acme-Explorer-maven,TripManagerController.cancelTrip,2,0.000000,1.000000,1.000000,0.000000,0.571429,0.600000,0.750000,1.000000,1
Acme-Explorer-maven,TripManagerController.cancelTrip,4,0.000000,1.000000,1.000000,0.000000,0.285714,0.200000,2.250000,0.666667,0
Acme-Explorer-maven,TripManagerController.cancelTrip,1,1.000000,0.000000,0.500000,0.500000,0.142857,0.200000,0.000000,1.333333,0
Acme-Explorer-maven,RangerRangerController.save,1,0.333333,0.666667,0.750000,0.250000,0.428571,0.333333,1.500000,0.857143,0
Acme-Explorer-maven,RangerRangerController.save,4,1.000000,0.000000,0.000000,1.000000,0.142857,0.083333,0.000000,0.642857,1
Acme-Explorer-maven,RangerRangerController.save,0,0.666667,0.333333,0.428571,0.571429,0.428571,0.583333,1.500000,1.500000,0
Acme-Explorer-maven,RangerAdminController.create,4,1.000000,0.000000,0.000000,1.000000,0.166667,0.111111,0.000000,0.666667,0
Acme-Explorer-maven,RangerAdminController.create,1,1.000000,0.000000,0.000000,1.000000,0.500000,0.333333,1.500000,0.666667,0
Acme-Explorer-maven,RangerAdminController.create,0,1.000000,0.000000,0.000000,1.000000,0.333333,0.555556,1.500000,1.666667,1
Acme-Explorer-maven,RangerController.save,4,1.000000,0.000000,0.000000,1.000000,0.166667,0.111111,0.000000,0.692308,0
Acme-Explorer-maven,RangerController.save,1,0.333333,0.666667,0.750000,0.250000,0.500000,0.444444,1.500000,0.923077,0
Acme-Explorer-maven,RangerController.save,0,0.500000,0.500000,0.250000,0.750000,0.333333,0.444444,1.500000,1.384615,1
Acme-Explorer-maven,MessageController.save,0,0.350000,0.650000,0.619048,0.380952,0.444444,0.525000,0.713544,1.343023,0
Acme-Explorer-maven,MessageController.save,1,0.136364,0.863636,0.885714,0.114286,0.488889,0.437500,0.591789,1.017442,0
Acme-Explorer-maven,MessageController.save,4,0.666667,0.333333,0.333333,0.666667,0.066667,0.037500,1.694667,0.639535,1
Acme-Explorer-maven,TagAdminController.create,1,0.000000,1.000000,1.000000,0.000000,0.500000,0.428571,1.500000,0.750000,1
Acme-Explorer-maven,TagAdminController.create,0,0.000000,1.000000,1.000000,0.000000,0.333333,0.285714,1.500000,0.750000,0
Acme-Explorer-maven,TagAdminController.create,2,1.000000,0.000000,0.000000,1.000000,0.166667,0.285714,0.000000,1.500000,0
Acme-Explorer-maven,RangerController.create,0,1.000000,0.000000,0.000000,1.000000,0.333333,0.555556,1.500000,1.666667,1
Acme-Explorer-maven,RangerController.create,4,1.000000,0.000000,0.000000,1.000000,0.166667,0.111111,0.000000,0.666667,0
Acme-Explorer-maven,RangerController.create,1,1.000000,0.000000,0.000000,1.000000,0.500000,0.333333,1.500000,0.666667,0
Acme-Explorer-maven,ContactExplorerController.save,1,0.428571,0.571429,0.647059,0.352941,0.538462,0.680000,0.500000,1.429907,0
Acme-Explorer-maven,ContactExplorerController.save,3,0.333333,0.666667,0.666667,0.333333,0.230769,0.120000,2.000000,0.588785,0
Acme-Explorer-maven,ContactExplorerController.save,0,0.666667,0.333333,0.200000,0.800000,0.230769,0.200000,0.500000,0.981308,1
Acme-Explorer-maven,CurriculumRangerController.delete,0,0.500000,0.500000,0.250000,0.750000,0.111111,0.125000,0.818182,1.067797,1
Acme-Explorer-maven,CurriculumRangerController.delete,1,0.111111,0.888889,0.916667,0.083333,0.500000,0.375000,0.818182,0.711864,0
Acme-Explorer-maven,CurriculumRangerController.delete,4,0.285714,0.714286,0.812500,0.187500,0.388889,0.500000,1.363636,1.220339,0
Acme-Explorer-maven,ExplorerController.create,1,1.000000,0.000000,0.000000,1.000000,0.571429,0.625000,0.750000,1.250000,1
Acme-Explorer-maven,ExplorerController.create,0,1.000000,0.000000,0.000000,1.000000,0.285714,0.312500,2.250000,1.250000,0
Acme-Explorer-maven,ExplorerController.create,3,1.000000,0.000000,0.000000,1.000000,0.142857,0.062500,0.000000,0.500000,0
Acme-Explorer-maven,TripManagerController.create,1,1.000000,0.000000,0.285714,0.714286,0.375000,0.700000,2.000000,2.333333,0
Acme-Explorer-maven,TripManagerController.create,5,1.000000,0.000000,0.000000,1.000000,0.125000,0.050000,0.000000,0.500000,0
Acme-Explorer-maven,TripManagerController.create,2,0.333333,0.666667,0.750000,0.250000,0.375000,0.200000,2.000000,0.666667,0
Acme-Explorer-maven,TripManagerController.create,4,0.000000,1.000000,1.000000,0.000000,0.125000,0.050000,0.000000,0.500000,1
Acme-Explorer-maven,ApplicationManagerController.due,4,0.666667,0.333333,0.333333,0.666667,0.055046,0.027397,2.449766,0.580348,1
Acme-Explorer-maven,ApplicationManagerController.due,1,0.129630,0.870370,0.904255,0.095745,0.495413,0.429224,0.254221,1.010235,0
Acme-Explorer-maven,ApplicationManagerController.due,0,0.551020,0.448980,0.512605,0.487395,0.449541,0.543379,0.296013,1.409417,0
Acme-Explorer-maven,ApplicationManagerController.save,1,0.129630,0.870370,0.900000,0.100000,0.495413,0.418605,0.254221,0.981308,0
Acme-Explorer-maven,ApplicationManagerController.save,0,0.551020,0.448980,0.512605,0.487395,0.449541,0.553488,0.296013,1.429906,1
Acme-Explorer-maven,ApplicationManagerController.save,4,0.666667,0.333333,0.333333,0.666667,0.055046,0.027907,2.449766,0.588785,0
Acme-Explorer-maven,PersonalRecordRangerController.save,1,0.038462,0.961538,0.968750,0.031250,0.464286,0.376471,0.275026,0.813559,0
Acme-Explorer-maven,PersonalRecordRangerController.save,4,0.346154,0.653846,0.595745,0.404255,0.464286,0.552941,0.275026,1.194915,1
Acme-Explorer-maven,PersonalRecordRangerController.save,0,0.250000,0.750000,0.500000,0.500000,0.071429,0.070588,2.449947,0.991525,0
Acme-Explorer-maven,ApplicationExplorerController.cancel,1,0.129630,0.870370,0.903226,0.096774,0.495413,0.426605,0.254221,1.003082,0
Acme-Explorer-maven,ApplicationExplorerController.cancel,0,0.551020,0.448980,0.512605,0.487395,0.449541,0.545872,0.296013,1.414484,0
Acme-Explorer-maven,ApplicationExplorerController.cancel,4,0.666667,0.333333,0.333333,0.666667,0.055046,0.027523,2.449766,0.582435,1
Acme-Explorer-maven,TripManagerController.delete,1,0.600000,0.400000,0.625000,0.375000,0.416667,0.666667,1.250000,2.093023,0
Acme-Explorer-maven,TripManagerController.delete,0,0.500000,0.500000,0.250000,0.750000,0.166667,0.111111,1.250000,0.872093,0
Acme-Explorer-maven,TripManagerController.delete,2,0.333333,0.666667,0.800000,0.200000,0.250000,0.138889,2.500000,0.726744,0
Acme-Explorer-maven,TripManagerController.delete,5,1.000000,0.000000,0.500000,0.500000,0.083333,0.055556,0.000000,0.872093,0
Acme-Explorer-maven,TripManagerController.delete,4,0.000000,1.000000,1.000000,0.000000,0.083333,0.027778,0.000000,0.436046,1
Acme-Food-launcher,SocialProfileRestaurantController.create,0,0.000000,1.000000,1.000000,0.000000,0.428571,0.555556,0.500000,1.363636,0
Acme-Food-launcher,SocialProfileRestaurantController.create,4,1.000000,0.000000,0.000000,1.000000,0.285714,0.222222,1.500000,0.818182,0
Acme-Food-launcher,SocialProfileRestaurantController.create,2,0.500000,0.500000,0.500000,0.500000,0.285714,0.222222,1.000000,0.818182,1
Acme-Food-launcher,SocialProfileRestaurantController.delete,4,0.666667,0.333333,0.428571,0.571429,0.315789,0.304348,1.028571,0.973510,1
Acme-Food-launcher,SocialProfileRestaurantController.delete,0,0.142857,0.857143,0.900000,0.100000,0.368421,0.434783,0.942857,1.192053,0
Acme-Food-launcher,SocialProfileRestaurantController.delete,2,0.333333,0.666667,0.666667,0.333333,0.315789,0.260870,1.028571,0.834437,0
Acme-Food-launcher,FinderCustomerController.edit,0,0.875000,0.125000,0.555556,0.444444,0.533333,0.720000,1.500000,1.588235,0
Acme-Food-launcher,FinderCustomerController.edit,3,0.000000,1.000000,1.000000,0.000000,0.066667,0.040000,0.000000,0.705882,1
Acme-Food-launcher,FinderCustomerController.edit,2,0.500000,0.500000,0.500000,0.500000,0.400000,0.240000,1.500000,0.705882,0
acme-furniture-launcher,CritiqueCriticController.create,1,0.000000,1.000000,1.000000,0.000000,0.285714,0.222222,0.500000,0.818182,1
acme-furniture-launcher,CritiqueCriticController.create,5,0.666667,0.333333,0.200000,0.800000,0.428571,0.555556,0.500000,1.363636,0
acme-furniture-launcher,CritiqueCriticController.create,2,0.500000,0.500000,0.500000,0.500000,0.285714,0.222222,2.000000,0.818182,0
acme-furniture-launcher,IncidenceCustomerController.saveCreate,1,0.000000,1.000000,1.000000,0.000000,0.285714,0.272727,1.000000,0.964286,1
acme-furniture-launcher,IncidenceCustomerController.saveCreate,0,0.000000,1.000000,1.000000,0.000000,0.428571,0.454545,1.000000,1.071429,0
acme-furniture-launcher,IncidenceCustomerController.saveCreate,2,0.500000,0.500000,0.666667,0.333333,0.285714,0.272727,1.000000,0.964286,0
acme-furniture-launcher,FurnitureAdministratorController.create,1,0.000000,1.000000,1.000000,0.000000,0.250000,0.200000,0.000000,0.923077,0
acme-furniture-launcher,FurnitureAdministratorController.create,2,1.000000,0.000000,0.285714,0.714286,0.500000,0.700000,3.000000,1.615385,1
acme-furniture-launcher,FurnitureAdministratorController.create,5,1.000000,0.000000,0.000000,1.000000,0.250000,0.100000,0.000000,0.461538,0
acme-furniture-launcher,BannerAdministratorController.save,1,0.000000,1.000000,1.000000,0.000000,0.400000,0.400000,1.500000,1.000000,1
acme-furniture-launcher,BannerAdministratorController.save,2,0.000000,1.000000,1.000000,0.000000,0.400000,0.400000,1.500000,1.000000,0
acme-furniture-launcher,BannerAdministratorController.save,4,1.000000,0.000000,0.000000,1.000000,0.200000,0.200000,0.000000,1.000000,0
acme-furniture-launcher,RatingCustomerController.create,2,0.400000,0.600000,0.500000,0.500000,0.333333,0.315789,1.595745,0.951542,0
acme-furniture-launcher,RatingCustomerController.create,1,0.000000,1.000000,1.000000,0.000000,0.266667,0.263158,0.638298,0.991189,1
acme-furniture-launcher,RatingCustomerController.create,0,0.333333,0.666667,0.750000,0.250000,0.400000,0.421053,0.765958,1.057269,0
acme-furniture-launcher,FurnitureAssemblerController.create,1,0.000000,1.000000,1.000000,0.000000,0.285714,0.250000,0.500000,0.900000,0
acme-furniture-launcher,FurnitureAssemblerController.create,3,0.666667,0.333333,0.250000,0.750000,0.428571,0.500000,0.500000,1.200000,1
acme-furniture-launcher,FurnitureAssemblerController.create,2,0.500000,0.500000,0.500000,0.500000,0.285714,0.250000,2.000000,0.900000,0
acme-furniture-launcher,FurnitureAssemblerController.save,3,0.666667,0.333333,0.500000,0.500000,0.500000,0.600000,1.500000,1.200000,0
acme-furniture-launcher,FurnitureAssemblerController.save,2,1.000000,0.000000,0.500000,0.500000,0.166667,0.200000,0.000000,1.200000,0
acme-furniture-launcher,FurnitureAssemblerController.save,1,0.000000,1.000000,1.000000,0.000000,0.333333,0.200000,1.500000,0.600000,1
acme-furniture-launcher,IncidenceCustomerController.create,2,0.500000,0.500000,0.333333,0.666667,0.400000,0.428571,2.250000,1.125000,0
acme-furniture-launcher,IncidenceCustomerController.create,1,0.000000,1.000000,1.000000,0.000000,0.400000,0.428571,0.750000,1.125000,0
acme-furniture-launcher,IncidenceCustomerController.create,0,0.000000,1.000000,1.000000,0.000000,0.200000,0.142857,0.000000,0.750000,1
acme-furniture-launcher,ReviewAssemblerController.create,2,0.333333,0.666667,0.750000,0.250000,0.375000,0.333333,1.333333,0.923077,0
acme-furniture-launcher,ReviewAssemblerController.create,1,0.000000,1.000000,1.000000,0.000000,0.250000,0.166667,0.666667,0.692308,1
acme-furniture-launcher,ReviewAssemblerController.create,3,0.666667,0.333333,0.500000,0.500000,0.375000,0.500000,1.000000,1.384615,0
acme-furniture-launcher,CritiqueCriticController.save,1,0.000000,1.000000,1.000000,0.000000,0.250000,0.200000,1.000000,0.857143,1
acme-furniture-launcher,CritiqueCriticController.save,5,0.500000,0.500000,0.666667,0.333333,0.500000,0.600000,1.000000,1.285714,0
acme-furniture-launcher,CritiqueCriticController.save,2,0.500000,0.500000,0.500000,0.500000,0.250000,0.200000,1.000000,0.857143,0
acme-furniture-launcher,BudgetCustomerController.addAndEdit,1,0.000000,1.000000,1.000000,0.000000,0.268293,0.216667,1.384615,0.853687,0
acme-furniture-launcher,BudgetCustomerController.addAndEdit,0,0.684211,0.315789,0.441176,0.558824,0.463415,0.566667,0.576923,1.292627,0
acme-furniture-launcher,BudgetCustomerController.addAndEdit,2,0.000000,1.000000,1.000000,0.000000,0.268293,0.216667,1.038461,0.853687,1
acme-furniture-launcher,FurnitureAdministratorController.edit,2,0.666667,0.333333,0.444444,0.555556,0.600000,0.750000,3.000000,1.500000,0
acme-furniture-launcher,FurnitureAdministratorController.edit,1,0.000000,1.000000,1.000000,0.000000,0.200000,0.166667,0.000000,1.000000,1
acme-furniture-launcher,FurnitureAdministratorController.edit,5,1.000000,0.000000,0.000000,1.000000,0.200000,0.083333,0.000000,0.500000,0
acme-furniture-launcher,CustomerController.save,0,1.000000,0.000000,0.000000,1.000000,0.333333,0.214286,1.714286,0.771429,0
acme-furniture-launcher,CustomerController.save,2,1.000000,0.000000,0.000000,1.000000,0.166667,0.071429,0.000000,0.514286,1
acme-furniture-launcher,CustomerController.save,1,1.000000,0.000000,0.100000,0.900000,0.500000,0.714286,1.285714,1.714286,0
acme-furniture-launcher,BudgetLineAdministratorController.accept,1,0.000000,1.000000,1.000000,0.000000,0.384615,0.263158,1.125000,0.666667,1
acme-furniture-launcher,BudgetLineAdministratorController.accept,2,0.250000,0.750000,0.800000,0.200000,0.307692,0.263158,0.937500,0.833333,0
acme-furniture-launcher,BudgetLineAdministratorController.accept,0,1.000000,0.000000,0.444444,0.555556,0.307692,0.473684,0.937500,1.500000,0
Acme-Gallery-maven,ReviewVisitorController.edit,0,0.333333,0.666667,0.809524,0.190476,0.461538,0.583333,0.587097,1.340426,0
Acme-Gallery-maven,ReviewVisitorController.edit,1,0.250000,0.750000,0.750000,0.250000,0.307692,0.222222,0.922581,0.765957,1
Acme-Gallery-maven,ReviewVisitorController.edit,4,0.000000,1.000000,1.000000,0.000000,0.230769,0.194444,1.490323,0.893617,0
Acme-Gallery-maven,ProductDirectorController.create,5,0.333333,0.666667,0.500000,0.500000,0.375000,0.333333,1.250000,0.888889,0
Acme-Gallery-maven,ProductDirectorController.create,0,0.000000,1.000000,1.000000,0.000000,0.375000,0.416667,0.750000,1.111111,0
Acme-Gallery-maven,ProductDirectorController.create,4,0.000000,1.000000,1.000000,0.000000,0.250000,0.250000,1.000000,1.000000,1
Acme-Gallery-maven,StoreDirectorController.create,0,0.000000,1.000000,1.000000,0.000000,0.266667,0.363636,0.882353,1.252174,0
Acme-Gallery-maven,StoreDirectorController.create,5,0.666667,0.333333,0.400000,0.600000,0.200000,0.227273,1.588235,1.043478,0
Acme-Gallery-maven,StoreDirectorController.create,4,0.125000,0.875000,0.888889,0.111111,0.533333,0.409091,0.529412,0.704348,1
Acme-Gallery-maven,ArtworkGuideController.delete,3,0.000000,1.000000,1.000000,0.000000,0.235294,0.181818,0.727273,0.769231,1
Acme-Gallery-maven,ArtworkGuideController.delete,2,0.200000,0.800000,0.833333,0.166667,0.294118,0.272727,1.090909,0.923077,0
Acme-Gallery-maven,ArtworkGuideController.delete,0,0.000000,1.000000,1.000000,0.000000,0.235294,0.363636,0.969697,1.538462,0
Acme-Gallery-maven,ArtworkGuideController.delete,4,0.000000,1.000000,1.000000,0.000000,0.235294,0.181818,1.212121,0.769231,0
Acme-Gallery-maven,ProductDirectorController.delete,5,0.166667,0.833333,0.833333,0.166667,0.333333,0.400000,1.017621,1.200000,0
Acme-Gallery-maven,ProductDirectorController.delete,0,0.000000,1.000000,1.000000,0.000000,0.444444,0.400000,0.594714,0.900000,0
Acme-Gallery-maven,ProductDirectorController.delete,4,0.000000,1.000000,1.000000,0.000000,0.222222,0.200000,1.387665,0.900000,1
Acme-Gallery-maven,RoomDirectorController.create,0,0.000000,1.000000,1.000000,0.000000,0.400000,0.500000,1.875000,1.363636,0
Acme-Gallery-maven,RoomDirectorController.create,4,0.400000,0.600000,0.571429,0.428571,0.500000,0.437500,1.125000,0.954545,0
Acme-Gallery-maven,RoomDirectorController.create,3,1.000000,0.000000,0.000000,1.000000,0.100000,0.062500,0.000000,0.681818,1
Acme-Gallery-maven,GroupVisitorController.edit,0,0.000000,1.000000,1.000000,0.000000,0.333333,0.312500,1.175074,0.970425,0
Acme-Gallery-maven,GroupVisitorController.edit,1,0.428571,0.571429,0.562500,0.437500,0.388889,0.500000,0.623145,1.330869,0
Acme-Gallery-maven,GroupVisitorController.edit,4,0.200000,0.800000,0.833333,0.166667,0.277778,0.187500,1.201780,0.698706,1
Acme-Gallery-maven,ProductDirectorController.edit,0,0.000000,1.000000,1.000000,0.000000,0.454545,0.350000,0.714286,0.777778,0
Acme-Gallery-maven,ProductDirectorController.edit,5,0.500000,0.500000,0.700000,0.300000,0.363636,0.500000,1.142857,1.388889,0
Acme-Gallery-maven,ProductDirectorController.edit,4,0.000000,1.000000,1.000000,0.000000,0.181818,0.150000,1.142857,0.833333,1
Acme-Gallery-maven,GroupVisitorController.create,1,0.500000,0.500000,0.166667,0.833333,0.400000,0.545455,1.500000,1.500000,0
Acme-Gallery-maven,GroupVisitorController.create,4,0.000000,1.000000,1.000000,0.000000,0.200000,0.090909,0.000000,0.500000,1
Acme-Gallery-maven,GroupVisitorController.create,0,0.000000,1.000000,1.000000,0.000000,0.400000,0.363636,1.500000,1.000000,0
Acme-Gallery-maven,VisitorVisitorController.edit,0,0.500000,0.500000,0.562500,0.437500,0.363636,0.390244,0.967742,1.200000,1
Acme-Gallery-maven,VisitorVisitorController.edit,4,0.666667,0.333333,0.333333,0.666667,0.136364,0.073171,1.411290,0.600000,0
