Codebase,Feature,Type,Cluster,Entities,CLIP,CRIP,CROP,CWOP,CIP,COP,CPIF,CIOF,Orchestrator
ldod-static,SearchController.getVirtualEditions,QUERY,1,"VirtualEdition, ",0.000000,1.000000,1.000000,0.000000,0.500000,0.500000,3.000000,0.500000,0
ldod-static,SearchController.getVirtualEditions,QUERY,2,"LdoDUser, ",0.000000,1.000000,1.000000,0.000000,0.250000,0.250000,0.000000,0.250000,0
ldod-static,SearchController.getVirtualEditions,QUERY,0,"LdoD, ",0.000000,1.000000,1.000000,0.000000,0.250000,0.250000,0.000000,0.250000,1
ldod-static,VirtualEditionController.createClassificationGame,SAGA,3,"ClassificationGame, ",1.000000,0.000000,0.000000,1.000000,0.333333,0.272727,0.450000,0.272727,1
ldod-static,VirtualEditionController.createClassificationGame,SAGA,1,"VirtualEdition, VirtualEditionInter, Taxonomy, ",0.500000,0.500000,0.666667,0.333333,0.444444,0.545455,0.750000,0.545455,0
ldod-static,VirtualEditionController.createClassificationGame,SAGA,2,"LdoDUser, ",0.500000,0.500000,0.500000,0.500000,0.222222,0.181818,1.800000,0.181818,0
ldod-static,VirtualEditionController.generateTopicModelling,QUERY,1,"Section, VirtualEdition, VirtualEditionInter, Category, Taxonomy, ",0.000000,1.000000,1.000000,0.000000,0.500000,0.500000,1.500000,0.500000,0
ldod-static,VirtualEditionController.generateTopicModelling,QUERY,2,"LdoDUser, ",0.000000,1.000000,1.000000,0.000000,0.166667,0.071429,0.000000,0.071429,1
ldod-static,VirtualEditionController.generateTopicModelling,QUERY,0,"ExpertEditionInter, FragInter, Fragment, SourceInter, ",0.000000,1.000000,1.000000,0.000000,0.333333,0.428571,1.500000,0.428571,0
ldod-static,FragmentController.getTaxonomy,SAGA,1,"Member, Section, VirtualEdition, VirtualEditionInter, ",0.400000,0.600000,0.750000,0.250000,0.454545,0.571429,1.333333,0.571429,0
ldod-static,FragmentController.getTaxonomy,SAGA,2,"LdoDUser, ",0.400000,0.600000,0.600000,0.400000,0.454545,0.357143,1.666667,0.357143,0
ldod-static,FragmentController.getTaxonomy,SAGA,0,"LdoD, ",0.000000,1.000000,1.000000,0.000000,0.090909,0.071429,0.000000,0.071429,1
ldod-static,VirtualEditionController.switchRole,SAGA,1,"Member, VirtualEdition, ",0.250000,0.750000,0.857143,0.142857,0.500000,0.636364,1.714286,0.636364,0
ldod-static,VirtualEditionController.switchRole,SAGA,0,"LdoD, ",0.000000,1.000000,1.000000,0.000000,0.125000,0.090909,0.000000,0.090909,1
ldod-static,VirtualEditionController.switchRole,SAGA,2,"LdoDUser, ",0.000000,1.000000,1.000000,0.000000,0.375000,0.272727,1.285714,0.272727,0
ldod-static,VirtualEditionController.approveParticipant,SAGA,1,"Member, VirtualEdition, ",0.333333,0.666667,0.750000,0.250000,0.500000,0.571429,1.800000,0.571429,0
ldod-static,VirtualEditionController.approveParticipant,SAGA,0,"LdoD, ",0.000000,1.000000,1.000000,0.000000,0.166667,0.142857,0.000000,0.142857,1
ldod-static,VirtualEditionController.approveParticipant,SAGA,2,"LdoDUser, ",0.000000,1.000000,1.000000,0.000000,0.333333,0.285714,1.200000,0.285714,0
ldod-static,VirtualEditionController.listVirtualEdition,QUERY,2,"LdoDUser, ",0.000000,1.000000,1.000000,0.000000,0.333333,0.238095,1.372881,0.238095,0
ldod-static,VirtualEditionController.listVirtualEdition,QUERY,1,"Member, VirtualEdition, ",0.000000,1.000000,1.000000,0.000000,0.400000,0.333333,0.610170,0.333333,1
ldod-static,VirtualEditionController.listVirtualEdition,QUERY,0,"ExpertEdition, LdoD, Edition, ",0.000000,1.000000,1.000000,0.000000,0.266667,0.428571,1.016949,0.428571,0
ldod-static,FragmentController.searchAnnotations,QUERY,1,"Member, Section, Annotation, VirtualEdition, VirtualEditionInter, Category, HumanAnnotation, Range, Tag, Taxonomy, ",0.000000,1.000000,1.000000,0.000000,0.500000,0.769231,1.200000,0.769231,1
ldod-static,FragmentController.searchAnnotations,QUERY,2,"LdoDUser, ",0.000000,1.000000,1.000000,0.000000,0.416667,0.192308,1.800000,0.192308,0
ldod-static,FragmentController.searchAnnotations,QUERY,0,"FragInter, ",0.000000,1.000000,1.000000,0.000000,0.083333,0.038462,0.000000,0.038462,0
ldod-static,ClassificationGameController.end,SAGA,3,"ClassificationGame, Player, ClassificationGameParticipant, ClassificationGameRound, ",0.666667,0.333333,0.722222,0.277778,0.461538,0.529412,0.670807,0.529412,1
ldod-static,ClassificationGameController.end,SAGA,2,"LdoDUser, ",0.250000,0.750000,0.750000,0.250000,0.307692,0.117647,1.490683,0.117647,0
ldod-static,ClassificationGameController.end,SAGA,1,"VirtualEdition, VirtualEditionInter, Category, HumanAnnotation, Tag, Taxonomy, ",0.666667,0.333333,0.500000,0.500000,0.230769,0.352941,0.838509,0.352941,0
ldod-static,RecommendationController.setLinearVirtualEdition,SAGA,0,"ExpertEdition, LdoD, Edition, ",0.000000,1.000000,1.000000,0.000000,0.333333,0.272727,1.105263,0.272727,0
ldod-static,RecommendationController.setLinearVirtualEdition,SAGA,1,"Section, VirtualEdition, VirtualEditionInter, Category, Taxonomy, RecommendationWeights, ",0.333333,0.666667,0.785714,0.214286,0.500000,0.636364,0.473684,0.636364,0
ldod-static,RecommendationController.setLinearVirtualEdition,SAGA,2,"LdoDUser, ",0.500000,0.500000,0.500000,0.500000,0.166667,0.090909,1.421053,0.090909,1
ldod-static,ClassificationGameController.getActiveGames,QUERY,0,"LdoD, ",0.000000,1.000000,1.000000,0.000000,0.250000,0.214286,1.363636,0.214286,0
ldod-static,ClassificationGameController.getActiveGames,QUERY,2,"LdoDUser, ",0.000000,1.000000,1.000000,0.000000,0.166667,0.142857,1.090909,0.142857,0
ldod-static,ClassificationGameController.getActiveGames,QUERY,1,"Member, VirtualEdition, Taxonomy, ",0.000000,1.000000,1.000000,0.000000,0.333333,0.428571,0.727273,0.428571,0
ldod-static,ClassificationGameController.getActiveGames,QUERY,3,"ClassificationGame, ",0.000000,1.000000,1.000000,0.000000,0.250000,0.214286,0.818182,0.214286,1
ldod-static,EditionController.getUserContributions,QUERY,0,"LdoD, ",0.000000,1.000000,1.000000,0.000000,0.235294,0.181818,1.061947,0.181818,0
ldod-static,EditionController.getUserContributions,QUERY,2,"LdoDUser, ",0.000000,1.000000,1.000000,0.000000,0.294118,0.227273,0.884956,0.227273,0
ldod-static,EditionController.getUserContributions,QUERY,3,"Player, ClassificationGame, ClassificationGameParticipant, ",0.000000,1.000000,1.000000,0.000000,0.352941,0.500000,0.637168,0.500000,1
ldod-static,EditionController.getUserContributions,QUERY,1,"VirtualEdition, ",0.000000,1.000000,1.000000,0.000000,0.117647,0.090909,1.415929,0.090909,0
ldod-static,RecommendationController.presentEditionWithRecommendation,SAGA,0,"LdoD, Edition, ",0.000000,1.000000,1.000000,0.000000,0.272727,0.157895,1.000000,0.157895,1
ldod-static,RecommendationController.presentEditionWithRecommendation,SAGA,1,"Section, VirtualEdition, VirtualEditionInter, Category, Taxonomy, RecommendationWeights, ",0.333333,0.666667,0.785714,0.214286,0.545455,0.736842,0.500000,0.736842,0
ldod-static,RecommendationController.presentEditionWithRecommendation,SAGA,2,"LdoDUser, ",0.500000,0.500000,0.500000,0.500000,0.181818,0.105263,1.500000,0.105263,0
ldod-static,AdminController.loadUsersXML,SAGA,0,"LdoD, ",0.363636,0.636364,0.636364,0.363636,0.440000,0.343750,1.150134,0.343750,0
ldod-static,AdminController.loadUsersXML,SAGA,2,"LdoDUser, RegistrationToken, Role, UserConnection, ",0.833333,0.166667,0.333333,0.666667,0.480000,0.562500,0.965147,0.562500,0
ldod-static,AdminController.loadUsersXML,SAGA,3,"Player, ",1.000000,0.000000,0.333333,0.666667,0.080000,0.093750,0.884718,0.093750,1
ldod-static,AdminController.exportUsers,QUERY,3,"Player, ",0.000000,1.000000,1.000000,0.000000,0.222222,0.181818,0.620690,0.181818,1
ldod-static,AdminController.exportUsers,QUERY,0,"LdoD, ",0.000000,1.000000,1.000000,0.000000,0.333333,0.272727,1.551724,0.272727,0
ldod-static,AdminController.exportUsers,QUERY,2,"LdoDUser, RegistrationToken, Role, UserConnection, ",0.000000,1.000000,1.000000,0.000000,0.444444,0.545455,0.827586,0.545455,0
ldod-static,AdminController.removeTweets,SAGA,0,"FragInter, Fragment, LdoD, ",0.600000,0.400000,0.400000,0.600000,0.357143,0.166667,1.818182,0.166667,1
ldod-static,AdminController.removeTweets,SAGA,4,"Tweet, TwitterCitation, AwareAnnotation, Citation, InfoRange, LastTwitterID, ",1.000000,0.000000,0.444444,0.555556,0.428571,0.600000,1.272727,0.600000,0
ldod-static,AdminController.removeTweets,SAGA,1,"Annotation, VirtualEditionInter, Range, ",1.000000,0.000000,0.333333,0.666667,0.142857,0.200000,0.909091,0.200000,0
ldod-static,AdminController.removeTweets,SAGA,2,"LdoDUser, ",1.000000,0.000000,0.000000,1.000000,0.071429,0.033333,0.000000,0.033333,0
ldod-static,VirtualEditionController.addParticipant,SAGA,1,"Member, VirtualEdition, ",0.500000,0.500000,0.500000,0.500000,0.500000,0.600000,1.714286,0.600000,0
ldod-static,VirtualEditionController.addParticipant,SAGA,0,"LdoD, ",0.000000,1.000000,1.000000,0.000000,0.125000,0.100000,0.000000,0.100000,1
ldod-static,VirtualEditionController.addParticipant,SAGA,2,"LdoDUser, ",0.333333,0.666667,0.666667,0.333333,0.375000,0.300000,1.285714,0.300000,0
ldod-static,VirtualEditionController.deleteTaxonomy,SAGA,1,"VirtualEdition, VirtualEditionInter, Category, HumanAnnotation, Tag, Taxonomy, ",0.875000,0.125000,0.263158,0.736842,0.470588,0.558824,0.270000,0.558824,0
ldod-static,VirtualEditionController.deleteTaxonomy,SAGA,2,"LdoDUser, ",1.000000,0.000000,0.000000,1.000000,0.117647,0.058824,2.520000,0.058824,0
ldod-static,VirtualEditionController.deleteTaxonomy,SAGA,3,"ClassificationGame, Player, ClassificationGameParticipant, ClassificationGameRound, ",0.714286,0.285714,0.384615,0.615385,0.411765,0.382353,0.210000,0.382353,1
ldod-static,FragmentController.getInter,QUERY,0,"AddText, AltText, AltTextWeight, NoteText, AnnexNote, UnclearText, AppText, PbText, DelText, RdgGrpText, RdgText, RefText, Rend, FragInter, Fragment, SegText, SimpleText, GapText, SpaceText, Surface, LbText, LdoD, TextPortion, ",0.000000,1.000000,1.000000,0.000000,0.571429,0.903226,1.500000,0.903226,0
ldod-static,FragmentController.getInter,QUERY,2,"LdoDUser, ",0.000000,1.000000,1.000000,0.000000,0.142857,0.032258,0.000000,0.032258,1
ldod-static,FragmentController.getInter,QUERY,1,"VirtualEditionInter, ",0.000000,1.000000,1.000000,0.000000,0.285714,0.064516,1.500000,0.064516,0
