Codebase,Feature,Orchestrator,Entities,Type,Initial System Complexity,Final System Complexity,System Complexity Reduction,Initial Inconsistency Complexity,Final Inconsistency Complexity,Inconsistency Complexity Reduction,Initial Functionality Complexity,Final Functionality Complexity,Functionality Complexity Reduction
Acme-Parade-maven,ExportDataBrotherhoodController.test,2,"MiscellaneousRecord, PeriodRecord, History, InceptionRecord, LegalRecord, LinkRecord, ",SAGA,28,15,13,0,0,0,100,133,-33
Acme-Personal-Trainer-maven,MiscellaneousRecordTrainerController.save,1,"Trainer, ",SAGA,6,0,6,0,0,0,31,42,-11
Acme-Personal-Trainer-maven,AuditAuditorController.create,0,"UserAccount, DomainEntity, ",SAGA,54,46,8,0,0,0,7,30,-23
Acme-Personal-Trainer-maven,CreditCardCustomerController.save,0,"UserAccount, DomainEntity, ",SAGA,56,58,-2,0,2,-2,61,70,-9
Acme-Personal-Trainer-maven,EndorsementCustomerTrainerController.create,4,"WorkingOut, ",SAGA,117,98,19,0,0,0,12,49,-37
Acme-Personal-Trainer-maven,CommentCustomerNutritionistController.create,1,"Customer, ",SAGA,66,58,8,0,0,0,98,43,55
Acme-Personal-Trainer-maven,WorkingOutTrainerController.create,4,"Session, Category, WorkingOut, ",SAGA,148,64,84,0,0,0,36,36,0
Acme-Personal-Trainer-maven,EducationRecordTrainerController.delete,1,"Trainer, ",SAGA,3,4,-1,0,4,-4,23,43,-20
Acme-Personal-Trainer-maven,WorkingOutTrainerController.delete,1,"Trainer, ",SAGA,35,0,35,0,0,0,25,48,-23
Acme-Personal-Trainer-maven,AuditAuditorController.save,3,"Audit, Auditor, ",SAGA,213,46,167,0,0,0,149,19,130
Acme-Personal-Trainer-maven,MiscellaneousRecordTrainerController.delete,1,"Trainer, ",SAGA,3,4,-1,0,0,0,180,43,137
Acme-Personal-Trainer-maven,ActorAdministratorController.saveNutritionist,2,"Nutritionist, ",SAGA,370,231,139,0,0,0,35,8,27
Acme-Personal-Trainer-maven,CreditCardCustomerController.create,6,"Customisation, ",SAGA,48,49,-1,0,0,0,13,30,-17
Acme-Personal-Trainer-maven,ApplicationCustomerController.create,4,"WorkingOut, ",SAGA,120,36,84,0,2,-2,188,41,147
Acme-Personal-Trainer-maven,ActorAdministratorController.scoreProcess,1,"Endorsement, Trainer, ",SAGA,71,73,-2,0,0,0,21,48,-27
Acme-Personal-Trainer-maven,FinderCustomerController.clear,4,"Finder, Category, ",SAGA,25,26,-1,0,0,0,62,47,15
Acme-Personal-Trainer-maven,ProfessionalRecordTrainerController.delete,1,"Trainer, ",SAGA,3,3,0,0,0,0,141,43,98
Acme-Personal-Trainer-maven,EducationRecordTrainerController.save,1,"Trainer, ",SAGA,6,0,6,0,2,-2,8,42,-34
Acme-Personal-Trainer-maven,PersonalRecordTrainerController.save,1,"Trainer, ",SAGA,25,27,-2,0,34,-34,7,44,-37
Acme-Personal-Trainer-maven,ArticleNutritionistController.makeFinal,1,"Customer, ",SAGA,64,30,34,0,0,0,82,56,26
Acme-Personal-Trainer-maven,EndorserRecordTrainerController.delete,1,"Trainer, ",SAGA,3,4,-1,0,2,-2,114,43,71
Acme-Personal-Trainer-maven,ApplicationCustomerController.save,4,"WorkingOut, ",SAGA,148,35,113,0,0,0,761,62,699
Acme-Personal-Trainer-maven,ProfessionalRecordTrainerController.save,1,"Trainer, ",SAGA,6,0,6,0,0,0,37,42,-5
Acme-Personal-Trainer-maven,CurriculumTrainerController.create,5,"EndorserRecord, MiscellaneousRecord, PersonalRecord, ProfessionalRecord, Curriculum, EducationRecord, ",SAGA,141,116,25,0,2,-2,54,35,19
Acme-Personal-Trainer-maven,ActorAdministratorController.saveAuditor,3,"Auditor, ",SAGA,370,232,138,0,34,-34,45,8,37
Acme-Personal-Trainer-maven,ActorMultiUserController.saveNutritionist,2,"Nutritionist, ",SAGA,370,234,136,0,2,-2,11,8,3
Acme-Personal-Trainer-maven,SessionTrainerController.save,1,"Trainer, ",SAGA,275,47,228,0,0,0,54,22,32
Acme-Personal-Trainer-maven,WorkingOutTrainerController.makeFinal,1,"Trainer, Customer, ",SAGA,65,30,35,0,14,-14,115,69,46
Acme-Personal-Trainer-maven,ActorMultiUserController.saveTrainer,6,"Customisation, ",SAGA,579,282,297,0,0,0,145,7,138
Acme-Personal-Trainer-maven,SessionTrainerController.delete,1,"Trainer, ",SAGA,45,47,-2,0,2,-2,32,39,-7
Acme-Personal-Trainer-maven,EndorserRecordTrainerController.save,1,"Trainer, ",SAGA,6,0,6,0,0,0,113,53,60
Acme-Personal-Trainer-maven,FinderCustomerController.display,6,"Customisation, ",SAGA,43,0,43,0,0,0,123,51,72
Acme-Personal-Trainer-maven,ApplicationTrainerController.reject,4,"WorkingOut, ",SAGA,49,30,19,0,0,0,108,76,32
Acme-Personal-Trainer-maven,ActorMultiUserController.deleteCustomer,4,"Finder, ",SAGA,90,99,-9,0,0,0,322,54,268
Acme-Personal-Trainer-maven,WorkingOutTrainerController.save,1,"Trainer, ",SAGA,544,64,480,0,4,-4,186,13,173
Acme-Personal-Trainer-maven,CommentCustomerNutritionistController.save,1,"Customer, ",SAGA,71,57,14,0,0,0,212,56,156
Acme-Personal-Trainer-maven,ActorMultiUserController.saveCustomer,6,"Customisation, ",SAGA,681,315,366,0,20,-20,199,20,179
Acme-Personal-Trainer-maven,ActorController.saveTrainer,6,"Customisation, ",SAGA,579,281,298,0,0,0,41,7,34
Acme-Personal-Trainer-maven,FinderCustomerController.save,6,"Customisation, ",SAGA,356,61,295,0,0,0,139,17,122
Acme-Personal-Trainer-maven,ActorMultiUserController.saveAuditor,3,"Auditor, ",SAGA,370,229,141,0,2,-2,25,8,17
Acme-Personal-Trainer-maven,EndorsementCustomerTrainerController.edit,4,"WorkingOut, ",SAGA,44,23,21,0,2,-2,321,72,249
Acme-Personal-Trainer-maven,ActorController.saveCustomer,6,"Customisation, ",SAGA,681,316,365,0,0,0,284,20,264
Acme-Personal-Trainer-maven,EndorsementCustomerTrainerController.save,4,"WorkingOut, ",SAGA,517,98,419,0,0,0,430,30,400
Acme-Personal-Trainer-maven,EndorsementCustomerTrainerController.delete,4,"WorkingOut, ",SAGA,146,23,123,0,20,-20,798,57,741
Acme-Personal-Trainer-maven,ApplicationTrainerController.accept,6,"Customisation, ",SAGA,136,30,106,0,0,0,207,89,118
Acme-Personal-Trainer-maven,CurriculumTrainerController.save,4,"WorkingOut, ",SAGA,206,66,140,0,0,0,97,48,49
Acme-Personal-Trainer-maven,ActorMultiUserController.deleteTrainer,3,"Audit, ",SAGA,135,143,-8,0,0,0,47,51,-4
Acme-Personal-Trainer-maven,ExportDataMultiUserController.export,2,"Article, Nutritionist, ",SAGA,22,0,22,0,2,-2,352,140,212
Acme-Pet-maven,TypeAdministratorController.save,0,"Pet, ",SAGA,10,11,-1,0,0,0,14,29,-15
Acme-Pet-maven,TypeAdministratorController.delete,0,"Pet, ",SAGA,10,11,-1,0,0,0,28,29,-1
Acme-Pet-maven,PetAnimaniacController.create,1,"UserAccount, DomainEntity, ",SAGA,113,87,26,0,0,0,10,22,-12
Acme-Pet-maven,AnimaniacController.saveNew,4,"Configuration, ",SAGA,404,136,268,0,0,0,34,15,19
Acme-Pet-maven,CommentAnimaniacController.delete,2,"Type, ",SAGA,9,0,9,0,0,0,70,71,-1
Acme-Pet-maven,PetAnimaniacController.edit,1,"DomainEntity, ",SAGA,40,38,2,0,0,0,36,19,17
Acme-Pet-maven,AttributeAdministratorController.delete,2,"Attribute, Type, ",SAGA,13,14,-1,0,0,0,43,24,19
Acme-Pet-maven,AnimaniacAnimaniacController.save,4,"Configuration, ",SAGA,455,184,271,0,0,0,97,8,89
Acme-Pet-maven,AttributeAdministratorController.save,0,"AttributeValue, ",SAGA,4,5,-1,0,0,0,5,29,-24
Acme-Pet-maven,CommentAnimaniacController.save,1,"Actor, UserAccount, DomainEntity, ",SAGA,111,0,111,0,0,0,205,46,159
Acme-Pet-maven,PetAnimaniacController.write,2,"Type, Attribute, ",SAGA,729,102,627,0,0,0,400,47,353
Acme-Pet-maven,SearchEngineAnimaniacController.search,4,"Configuration, ",SAGA,224,77,147,0,0,0,91,39,52
Acme-Pet-maven,AnimaniacAdministratorController.ban,0,"Pet, Animaniac, Request, Application, ",SAGA,117,87,30,0,0,0,152,58,94
Acme-Recycling-maven,LabelProductManagerController.delete,6,"Item, ",SAGA,6,7,-1,0,0,0,50,72,-22
Acme-Recycling-maven,RecyclerController.createRecycler,4,"Comment, ",SAGA,353,267,86,0,0,0,9,7,2
Acme-Recycling-maven,LabelMaterialManagerController.delete,2,"Material, ",SAGA,6,7,-1,0,0,0,50,70,-20
Acme-Recycling-maven,NewscastAdminController.delete,4,"Comment, Newscast, Editor, ",SAGA,22,24,-2,0,0,0,373,106,267
Acme-Recycling-maven,MaterialAdminController.save,7,"LabelMaterial, ",SAGA,138,22,116,0,10,-10,81,57,24
Acme-Recycling-maven,CourseAdminController.delete,2,"Buyer, ",SAGA,59,36,23,0,23,-23,150,59,91
Acme-Recycling-maven,RequestManagerController.create,3,"CleanPoint, ",SAGA,26,4,22,0,0,0,37,16,21
Acme-Recycling-maven,LessonBuyerController.create,0,"DomainEntity, UserAccount, ",SAGA,34,36,-2,0,10,-10,35,59,-24
Acme-Recycling-maven,BuyerController.createBuyer,2,"Buy, Buyer, ",SAGA,257,212,45,0,5,-5,7,6,1
Acme-Recycling-maven,CommentRecyclerController.delete,6,"Recycler, ",SAGA,10,11,-1,0,3,-3,155,50,105
Acme-Recycling-maven,LabelProductManagerController.save,6,"Item, ",SAGA,145,38,107,0,3,-3,146,28,118
Acme-Recycling-maven,ProfileEditorController.saveEditor,0,"Actor, MessageFolder, DomainEntity, UserAccount, ",SAGA,714,303,411,0,10,-10,232,7,225
Acme-Recycling-maven,LabelMaterialManagerController.save,2,"Material, ",SAGA,109,7,102,0,2,-2,72,36,36
Acme-Recycling-maven,EditorAdminController.saveEditor,6,"Opinion, ",SAGA,714,299,415,0,0,0,98,7,91
Acme-Recycling-maven,CourseBuyerController.create,6,"Lesson, Course, Opinable, Opinion, ",SAGA,102,77,25,0,0,0,47,58,-11
Acme-Recycling-maven,NewscastEditorController.delete,6,"Recycler, ",SAGA,22,23,-1,0,10,-10,15,66,-51
Acme-Recycling-maven,CommentRecyclerController.addNewspaper,4,"Comment, Newscast, ",SAGA,155,43,112,0,0,0,170,33,137
Acme-Recycling-maven,LessonBuyerController.delete,6,"Lesson, Course, ",SAGA,34,34,0,0,0,0,52,90,-38
Acme-Recycling-maven,EditorAdminController.createEditor,6,"Opinion, ",SAGA,230,184,46,0,0,0,6,5,1
Acme-Recycling-maven,CourseBuyerController.delete,2,"Buyer, Material, ",SAGA,59,36,23,0,7,-7,133,84,49
Acme-Recycling-maven,RecyclerController.saveRecycler,4,"Comment, ",SAGA,1021,387,634,0,10,-10,194,9,185
Acme-Recycling-maven,ItemRecyclerController.create,0,"DomainEntity, UserAccount, ",SAGA,94,95,-1,0,10,-10,17,61,-44
Acme-Recycling-maven,CommentRecyclerController.save,6,"Recycler, ",SAGA,143,11,132,0,10,-10,65,39,26
Acme-Recycling-maven,CourseBuyerController.save,2,"Buyer, Material, ",SAGA,322,61,261,0,2,-2,250,29,221
Acme-Recycling-maven,IncidenceManagerController.edit,5,"TabooWord, ",SAGA,197,121,76,0,10,-10,549,164,385
Acme-Recycling-maven,LessonBuyerController.save,2,"Buyer, ",SAGA,146,34,112,0,3,-3,4,27,-23
Acme-Recycling-maven,ProfileBuyerController.saveAgent,6,"Course, Opinion, ",SAGA,829,348,481,0,0,0,102,10,92
Acme-Recycling-maven,ProfileRecyclerController.saveAgent,6,"Course, Opinion, Recycler, Item, ",SAGA,1021,387,634,0,3,-3,287,9,278
Acme-Recycling-maven,ItemRecyclerController.save,7,"LabelProduct, ",SAGA,494,95,399,0,10,-10,331,58,273
Acme-Recycling-maven,BuyerController.saveBuyer,6,"Course, Opinion, ",SAGA,829,346,483,0,0,0,56,10,46
Acme-Recycling-maven,RequestManagerController.saveChangeStatus,5,"TabooWord, ",SAGA,312,169,143,0,0,0,350,154,196
Acme-Recycling-maven,FinderBuyerController.listByKeywordPriceDate,5,"ConfigurationSystem, ",SAGA,244,194,50,0,5,-5,251,44,207
Acme-Recycling-maven,RequestCarrierController.saveChangeStatus,5,"TabooWord, ",SAGA,312,168,144,0,0,0,244,150,94
Acme-Recycling-maven,RequestManagerController.save,6,"Recycler, Item, ",SAGA,384,97,287,0,5,-5,395,76,319
Acme-Recycling-maven,IncidenceRecyclerController.save,5,"TabooWord, ",SAGA,403,223,180,0,0,0,439,118,321
Acme-Rendezvous-maven,AdministratorController.save,2,"DomainEntity, UserAccount, ",SAGA,97,78,19,0,2,-2,112,17,95
Acme-Rendezvous-maven,ManagerController.saveManager,3,"ServiceOffered, ",SAGA,152,78,74,0,0,0,11,5,6
Acme-Rendezvous-maven,ServiceOfferedManagerController.delete,0,"Manager, ",SAGA,131,61,70,0,3,-3,181,9,172
Acme-Rendezvous-maven,CategoryAdministratorController.create,3,"Category, ServiceOffered, ",SAGA,30,29,1,0,0,0,7,20,-13
Acme-Rendezvous-maven,CategoryAdministratorController.save,1,"Administrator, ",SAGA,88,30,58,0,0,0,82,7,75
Acme-Rendezvous-maven,ManagerController.createManager,3,"ServiceOffered, ",SAGA,77,52,25,0,3,-3,5,4,1
Acme-Rendezvous-maven,ServiceOfferedManagerController.save,0,"Manager, ",SAGA,129,60,69,0,0,0,134,14,120
Acme-Rendezvous-maven,CategoryAdministratorController.delete,2,"DomainEntity, UserAccount, ",SAGA,88,30,58,0,2,-2,57,9,48
Acme-Restaurante-maven,ActorController.save,0,"Actor, Restaurante, UserAccount, ",SAGA,202,149,53,0,0,0,7,5,2
Acme-Restaurante-maven,AlergenoAdministratorController.create,2,"Alergeno, ",SAGA,4,4,0,0,2,-2,21,16,5
Acme-Restaurante-maven,AlergenoAdministratorController.delete,2,"Alergeno, ",SAGA,3,4,-1,0,0,0,15,25,-10
Acme-Restaurante-maven,PlatosRestauranteController.delete,6,"LineaPlatoOferta, Oferta, ",SAGA,108,78,30,0,0,0,70,24,46
Acme-Restaurante-maven,LineaPlatoOfertaRestauranteController.create,2,"Plato, ",SAGA,46,33,13,0,0,0,46,30,16
Acme-Restaurante-maven,AlergenoAdministratorController.saveEdit,0,"Actor, UserAccount, DomainEntity, ",SAGA,6,4,2,0,2,-2,4,16,-12
Acme-Restaurante-maven,LineaPlatoOfertaRestauranteController.delete,0,"Actor, Restaurante, UserAccount, DomainEntity, ",SAGA,84,0,84,0,2,-2,140,23,117
Acme-Restaurante-maven,BuscadorClienteController.create,2,"Plato, ",SAGA,131,51,80,0,5,-5,101,21,80
Acme-Restaurante-maven,MensajeController.create,0,"Actor, UserAccount, DomainEntity, ",SAGA,104,100,4,0,5,-5,73,23,50
Acme-Restaurante-maven,LineaPlatoOfertaRestauranteController.edit,6,"LineaPlatoOferta, Oferta, ",SAGA,154,16,138,0,0,0,43,17,26
Acme-Restaurante-maven,BuscadorClienteController.save,4,"Buscador, SystemConfig, Valoracion, ",SAGA,57,58,-1,0,0,0,142,45,97
Acme-Restaurante-maven,OfertaRestauranteController.delete,2,"Plato, ",SAGA,86,10,76,0,0,0,226,38,188
Acme-Restaurante-maven,ReservaClienteController.confirm,3,"Mensaje, Bandeja, ContencionMensaje, Ticket, ",SAGA,194,104,90,0,0,0,52,46,6
Acme-Rookie-mave,PositionDataRookieController.delete,6,"Rookie, ",SAGA,3,4,-1,0,0,0,1,28,-27
Acme-Rookie-mave,AdministratorController.computeAuditScores,0,"DomainEntity, UserAccount, ",SAGA,48,25,23,0,2,-2,36,33,3
Acme-Rookie-mave,SponsorshipProviderController.delete,0,"DomainEntity, UserAccount, ",SAGA,49,51,-2,0,0,0,22,16,6
Acme-Rookie-mave,CurriculaRookieController.delete,6,"Rookie, ",SAGA,15,0,15,0,0,0,74,21,53
Acme-Rookie-mave,PersonalDataRookieController.save,6,"Rookie, ",SAGA,102,26,76,0,0,0,67,13,54
Acme-Rookie-mave,AuditAuditorController.save,2,"Position, ",SAGA,97,58,39,0,2,-2,61,12,49
Acme-Rookie-mave,NotificationController.save,0,"DomainEntity, UserAccount, ",SAGA,34,36,-2,0,2,-2,30,13,17
Acme-Rookie-mave,EducationDataRookieController.delete,0,"DomainEntity, UserAccount, ",SAGA,3,4,-1,0,0,0,91,31,60
Acme-Rookie-mave,ActorController.save,0,"Actor, UserAccount, ",SAGA,254,137,117,0,0,0,8,6,2
Acme-Rookie-mave,NuevaEntidadXXXCompanyController.delete,2,"Position, Company, ",SAGA,24,21,3,0,0,0,60,29,31
Acme-Rookie-mave,SponsorshipProviderController.create,0,"DomainEntity, ",SAGA,46,11,35,0,2,-2,50,6,44
Acme-Rookie-mave,MiscellaneousDataRookieController.save,6,"Rookie, ",SAGA,132,113,19,0,0,0,42,14,28
Acme-Rookie-mave,MiscellaneousDataRookieController.delete,5,"Curricula, ",SAGA,3,4,-1,0,2,-2,80,22,58
Acme-Rookie-mave,NuevaEntidadXXXCompanyController.save,2,"Position, Company, ",SAGA,24,20,4,0,2,-2,66,30,36
Acme-Rookie-mave,AuditAuditorController.create,3,"Audit, Auditor, ",SAGA,56,56,0,0,0,0,4,14,-10
Acme-Rookie-mave,ApplicationRookieController.create,6,"Rookie, ",SAGA,64,47,17,0,2,-2,126,50,76
Acme-Rookie-mave,PositionDataRookieController.save,6,"Rookie, ",SAGA,114,113,1,0,0,0,17,14,3
Acme-Rookie-mave,FinderRookieController.save,0,"DomainEntity, UserAccount, ",SAGA,63,29,34,0,0,0,38,19,19
Acme-Rookie-mave,PositionCompanyController.save,9,"SystemConfig, ",SAGA,222,88,134,0,2,-2,222,37,185
Acme-Rookie-mave,ExportAndDeleteDataRookieController.export,2,"Application, PositionProblem, ",SAGA,15,16,-1,0,2,-2,25,46,-21
Acme-Rookie-mave,PositionController.display,9,"SystemConfig, ",SAGA,56,43,13,0,0,0,57,36,21
Acme-Rookie-mave,EducationDataRookieController.save,6,"Rookie, ",SAGA,114,113,1,0,0,0,22,14,8
Acme-Rookie-mave,FinderRookieController.create,9,"SystemConfig, ",SAGA,131,60,71,0,0,0,119,14,105
Acme-Rookie-mave,ApplicationCompanyController.rejectApplication,6,"Rookie, ",SAGA,160,45,115,0,0,0,67,42,25
Acme-Rookie-mave,SponsorshipProviderController.save,2,"Position, ",SAGA,225,85,140,0,0,0,106,10,96
Acme-Rookie-mave,ApplicationCompanyController.acceptApplication,6,"Rookie, ",SAGA,320,88,232,0,2,-2,239,51,188
Acme-Rookie-mave,AdministratorController.dashboard,3,"Audit, ",SAGA,60,0,60,0,2,-2,395,52,343
Acme-Santiago-maven,ChirpAdministratorController.list,3,"Chirp, ",SAGA,6,7,-1,0,0,0,19,13,6
Acme-Santiago-maven,ChirpAdministratorController.listAll,3,"Chirp, ",SAGA,6,7,-1,0,0,0,3,21,-18
Acme-Santiago-maven,CommentUserController.saveRoute,6,"Configuration, ",SAGA,118,73,45,0,0,0,32,16,16
Acme-Santiago-maven,RegisterUserController.save,4,"User, Comment, Route, ",SAGA,358,162,196,0,0,0,35,7,28
Acme-Santiago-maven,CompostelaAdministratorController.save,5,"Walk, Compostela, Registry, ",SAGA,9,0,9,0,0,0,83,66,17
Acme-Santiago-maven,AdvertisementAdministratorController.save,1,"Advertisement, Agent, ",SAGA,90,21,69,0,0,0,11,10,1
Acme-Santiago-maven,InnInnkeeperController.save,5,"Registry, ",SAGA,86,14,72,0,0,0,29,15,14
Acme-Santiago-maven,CompostelaUserController.create,0,"UserAccount, DomainEntity, ",SAGA,55,47,8,0,0,0,9,14,-5
Acme-Santiago-maven,WalkUserController.save,0,"Actor, UserAccount, DomainEntity, ",SAGA,7,7,0,0,0,0,35,21,14
Acme-Santiago-maven,AdvertisementAgentController.save,6,"Configuration, ",SAGA,90,23,67,0,0,0,64,8,56
Acme-Santiago-maven,WalkUserController.create,2,"Inn, ",SAGA,28,22,6,0,0,0,55,42,13
Acme-Santiago-maven,ChirpUserController.save,3,"Chirp, ",SAGA,132,92,40,0,0,0,50,11,39
Acme-Santiago-maven,ChirpUserController.create,0,"UserAccount, DomainEntity, ",SAGA,36,36,0,0,0,0,6,14,-8
Acme-Santiago-maven,CommentUserController.saveHike,6,"Configuration, ",SAGA,118,73,45,0,2,-2,105,17,88
Acme-Santiago-maven,HikeUserController.delete,5,"Registry, ",SAGA,69,54,15,0,0,0,99,19,80
Acme-Santiago-maven,RouteAdministratorController.delete,5,"Walk, Compostela, Registry, ",SAGA,213,157,56,0,0,0,188,23,165
Acme-Santiago-maven,RouteUserController.delete,5,"Walk, Compostela, Registry, ",SAGA,213,110,103,0,0,0,13,22,-9
Acme-Series-maven,ApplicationController.create,3,"Serie, ",SAGA,21,23,-2,0,0,0,21,41,-20
Acme-Series-maven,SerieController.delete,1,"Publisher, ",SAGA,124,54,70,0,0,0,225,21,204
Acme-Series-maven,SeasonController.adminSave,0,"SystemConfiguration, UserAccount, DomainEntity, ",SAGA,94,31,63,0,0,0,45,10,35
Acme-Series-maven,SeasonController.adminDelete,2,"Chapter, Season, ",SAGA,84,30,54,0,0,0,54,10,44
Acme-Series-maven,SeasonController.save,0,"SystemConfiguration, UserAccount, DomainEntity, ",SAGA,94,31,63,0,0,0,123,10,113
Acme-Series-maven,CritiqueController.create,0,"SystemConfiguration, UserAccount, DomainEntity, ",SAGA,49,14,35,0,0,0,43,10,33
Acme-Series-maven,CritiqueController.save,0,"SystemConfiguration, UserAccount, DomainEntity, ",SAGA,54,50,4,0,0,0,27,11,16
Acme-Series-maven,ApplicationController.accept,0,"Actor, UserAccount, DomainEntity, ",SAGA,49,51,-2,0,0,0,94,27,67
Acme-Series-maven,ApplicationController.save,0,"SystemConfiguration, Actor, UserAccount, DomainEntity, ",SAGA,63,60,3,0,0,0,57,21,36
Acme-Series-maven,SerieController.adminDelete,1,"Publisher, ",SAGA,124,53,71,0,0,0,255,22,233
Acme-Series-maven,SeasonController.delete,2,"Chapter, Season, ",SAGA,84,30,54,0,0,0,8,10,-2
Acme-Series-maven,SerieController.save,2,"Chapter, Season, ",SAGA,166,68,98,0,0,0,118,11,107
Acme-Series-maven,SerieController.adminSave,1,"Publisher, ",SAGA,166,82,84,0,0,0,314,25,289
Acme-Supermarket-maven,ContentConsumerController.save,1,"Item, ",SAGA,24,0,24,0,0,0,49,16,33
Acme-Supermarket-maven,CommentAdministratorController.delete,0,"Actor, UserAccount, DomainEntity, ",SAGA,5,6,-1,0,0,0,8,14,-6
Acme-Supermarket-maven,CommentController.save,3,"Comment, ",SAGA,10,12,-2,0,4,-4,16,15,1
Acme-Supermarket-maven,ContentConsumerController.delete,1,"Item, ",SAGA,24,0,24,0,0,0,30,9,21
Acme-Supermarket-maven,CommentController.create,0,"Actor, UserAccount, DomainEntity, ",SAGA,67,33,34,0,0,0,5,6,-1
Acme-Supermarket-maven,RegisterController.save,2,"Order, ",SAGA,134,95,39,0,0,0,14,8,6
Acme-Supermarket-maven,WarehouseAdministratorController.delete,0,"Actor, UserAccount, DomainEntity, ",SAGA,8,9,-1,0,0,0,1,13,-12
Acme-Supermarket-maven,StorageAdministratorController.create,1,"Category, Item, ",SAGA,14,13,1,0,0,0,10,13,-3
Acme-Supermarket-maven,OrderConsumerController.save,0,"UserAccount, DomainEntity, ",SAGA,117,33,84,0,0,0,20,30,-10
Acme-Supermarket-maven,StorageAdministratorController.save,1,"Category, Item, ",SAGA,49,0,49,0,0,0,47,13,34
Acme-Supermarket-maven,OrderItemClerkController.save,0,"UserAccount, DomainEntity, ",SAGA,67,15,52,0,0,0,54,8,46
Acme-Supermarket-maven,ItemAdministratorController.delete,4,"ShoppingCart, Content, ",SAGA,76,19,57,0,0,0,16,14,2
Acme-Supermarket-maven,ItemConsumerController.add,1,"Item, ",SAGA,74,46,28,0,0,0,55,13,42
Acme-Supermarket-maven,OrderConsumerController.cancel,4,"Consumer, ",SAGA,10,10,0,0,0,0,16,8,8
Acme-Supermarket-maven,OrderConsumerController.create,6,"ExchangeRate, ",SAGA,73,30,43,0,0,0,185,25,160
Acme-Taxi-maven,CommentAdminController.delete,3,"Configuration, ",SAGA,8,9,-1,0,0,0,40,51,-11
Acme-Taxi-maven,CarDriverController.removeShop,0,"DomainEntity, UserAccount, ",SAGA,50,50,0,0,0,0,44,30,14
Acme-Taxi-maven,RequestUserController.delete,1,"User, ",SAGA,23,24,-1,0,0,0,46,76,-30
Acme-Taxi-maven,CarDriverController.select,0,"DomainEntity, UserAccount, ",SAGA,49,51,-2,0,0,0,59,30,29
Acme-Taxi-maven,ServiceMechanicController.save,1,"SpamWord, ",SAGA,79,51,28,0,0,0,27,52,-25
Acme-Taxi-maven,RequestUserController.confirm,1,"User, ",SAGA,282,236,46,0,0,0,12,20,-8
Acme-Taxi-maven,ReviewAdminController.delete,4,"RepairShop, ",SAGA,152,155,-3,0,0,0,193,9,184
Acme-Taxi-maven,ReservationUserController.create,0,"DomainEntity, UserAccount, ",SAGA,96,72,24,0,0,0,56,30,26
Acme-Taxi-maven,RepairShopMechanicController.create,1,"Review, ",SAGA,84,85,-1,0,0,0,10,17,-7
Acme-Taxi-maven,ReviewUserController.saveDriver,2,"Driver, Request, ",SAGA,200,151,49,0,0,0,302,28,274
Acme-Taxi-maven,ReviewUserController.saveRepairShop,0,"Actor, DomainEntity, UserAccount, ",SAGA,202,152,50,0,2,-2,115,34,81
Acme-Taxi-maven,ReportActorController.save,5,"Report, ",SAGA,160,161,-1,0,0,0,36,20,16
Acme-Taxi-maven,ReviewUserController.delete,4,"RepairShop, ",SAGA,152,156,-4,0,0,0,67,18,49
Acme-Taxi-maven,RequestAdminController.delete,1,"User, ",SAGA,23,24,-1,0,0,0,53,74,-21
Acme-Taxi-maven,ReservationUserController.suspend,1,"User, ",SAGA,180,61,119,0,0,0,175,61,114
Acme-Taxi-maven,RepairShopMechanicController.save,1,"Review, SpamWord, ",SAGA,404,114,290,0,2,-2,291,26,265
Acme-Taxi-maven,RepairShopAdminController.delete,4,"Reservation, Service, RepairShop, ",SAGA,110,79,31,0,0,0,5,55,-50
Acme-Taxi-maven,RequestDriverController.accept,1,"User, ",SAGA,224,49,175,0,0,0,302,44,258
Acme-Taxi-maven,RequestUserController.cancel,1,"User, ",SAGA,191,48,143,0,0,0,481,70,411
Acme-Taxi-maven,RequestUserController.confirmEdit,0,"DomainEntity, UserAccount, ",SAGA,305,141,164,0,0,0,69,20,49
Acme-Taxi-maven,RequestUserController.save,3,"Configuration, ",SAGA,381,211,170,0,0,0,150,22,128
Acme-Taxi-maven,RepairShopMechanicController.delete,4,"Reservation, Service, Mechanic, RepairShop, ",SAGA,110,79,31,0,0,0,60,68,-8
Acme-Taxi-maven,RequestUserController.saveEdit,3,"Configuration, ",SAGA,404,58,346,0,2,-2,95,19,76
Acme-Taxi-maven,ReviewUserController.save,4,"RepairShop, ",SAGA,209,187,22,0,0,0,204,21,183
Acme-Taxi-maven,MechanicController.save,3,"Configuration, IdNumberPattern, ",SAGA,510,185,325,0,0,0,183,18,165
Acme-Taxi-maven,UserUserController.save,3,"Configuration, ",SAGA,516,277,239,0,0,0,185,18,167
Acme-Taxi-maven,UserController.save,3,"Configuration, ",SAGA,525,278,247,0,0,0,13,19,-6
Acme-Taxi-maven,MechanicMechanicController.save,4,"Mechanic, ",SAGA,542,183,359,0,0,0,64,31,33
Acme-Taxi-maven,CarDriverController.save,4,"RepairShop, ",SAGA,189,121,68,0,0,0,76,26,50
Acme-Taxi-maven,ReservationUserController.save,1,"SpamWord, User, ",SAGA,280,108,172,0,0,0,438,83,355
Acme-Taxi-maven,DriverController.save,3,"Configuration, IdNumberPattern, ",SAGA,594,225,369,0,0,0,251,19,232
